Participant_id_A,Timepoint_A,Participant_id_B,Timepoint_B,AvgIdentity,TotalSNPs,dnadiff_report_path,dnadiff_sidecar_path,dnadiff_report_sha256,dnadiff_cache_signature,dnadiff_cache_status,dnadiff_version
120003,T1,20057,T2,99.9891,36,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.provenance.json,0f8d7f0d52edb0ce40cb01cd3e306b929d3d89ac26f366d9edae38cfb7da62eb,192ad6e88f999675011cba989e2543e753a49ed60fb2edda69bff8bc1a25e600,reused,dnadiff | DNAdiff version 1.3
20032,T5,141018,T2,99.9864,209,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T5__vs__141018__T2__0acdda18bc11ac5a7c9f03e0.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T5__vs__141018__T2__0acdda18bc11ac5a7c9f03e0.provenance.json,646c37fe767498b82938993e5a5c649a8f48a58675a13de12dab168669d7adc6,0acdda18bc11ac5a7c9f03e0e525ca9523944038c71de940c2e7357b55a6093e,reused,dnadiff | DNAdiff version 1.3
100061,T3,50033,T4,99.9218,2511,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100061__T3__vs__50033__T4__a6e78b31afab6f3cae653687.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100061__T3__vs__50033__T4__a6e78b31afab6f3cae653687.provenance.json,e7680e1222c4a17e4af6cc68533f2d437cf7179f613620d25f19a5f102307708,a6e78b31afab6f3cae6536873ec9b0015f50263c0ea918f2176d47721b0a33aa,reused,dnadiff | DNAdiff version 1.3
100061,T3,50033,T5,99.9208,2527,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100061__T3__vs__50033__T5__93bb2b4805851dbf364b6116.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100061__T3__vs__50033__T5__93bb2b4805851dbf364b6116.provenance.json,1d8ceb29932e426e64651be35164df8d6fce8a2e716bfa71cc9d1dc607d95d56,93bb2b4805851dbf364b611677ca654850cda0b50e2cc1588de6531e2c716087,reused,dnadiff | DNAdiff version 1.3
40004,T1,50033,T0,99.942,1343,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T0__8b4547411592a5b217297f09.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T0__8b4547411592a5b217297f09.provenance.json,2e107d3d7d4dbb7a133ae3e1d03c14280c5be5ff7182bf9680633cfb5bddc7b4,8b4547411592a5b217297f0918c8b8d604dd3bf2f16da182fd5fc1515e8348f6,reused,dnadiff | DNAdiff version 1.3
40004,T1,50033,T1,99.9454,1774,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T1__bafeb6cf2f633fea213a2492.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__50033__T1__bafeb6cf2f633fea213a2492.provenance.json,809ae257883e95b9529067e8afb0ca514a2d182ddb4eb4367ac29d8aa869955d,bafeb6cf2f633fea213a249249afc8c8da19d97230d99770815e1760a4cc90fa,reused,dnadiff | DNAdiff version 1.3
40004,UTI-1,50033,T0,99.9399,1349,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T0__ae96c012a72739d36badc30c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T0__ae96c012a72739d36badc30c.provenance.json,a968c98aa8435aefc3771fc4b40ce6edb3225aba7df3d76c3eb6d21dad53e49b,ae96c012a72739d36badc30c4d59844970f787362232a090a295356cefdeca70,generated,dnadiff | DNAdiff version 1.3
40004,UTI-1,50033,T1,99.9433,1771,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T1__d036925ed08c16a0628cdbee.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__50033__T1__d036925ed08c16a0628cdbee.provenance.json,2b997ecfbf4857d92801ef2369abc67c03b2efcaccff63cc7e8f08dd42c9d063,d036925ed08c16a0628cdbee316e08de75b3be62f78d7be345221ae339ab4ffc,generated,dnadiff | DNAdiff version 1.3
80011,T0,50033,T4,99.9166,2715,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T0__vs__50033__T4__086d7e25232845d48b12c988.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T0__vs__50033__T4__086d7e25232845d48b12c988.provenance.json,3dc5374c5f3cea95feb21e0cb097eed80865efa5428240b501d7da9ba8128eab,086d7e25232845d48b12c988e740e36c8e17ccdafcc89303ff10a0dc6755e340,reused,dnadiff | DNAdiff version 1.3
80011,T0,50033,T5,99.917,2684,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T0__vs__50033__T5__b913f16dcd6665f2f6e38fee.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T0__vs__50033__T5__b913f16dcd6665f2f6e38fee.provenance.json,2c5c1e10bdf4faf44817eb8ed3f9933484000eb8ec2dce170d6d6543dd64a974,b913f16dcd6665f2f6e38fee542211e2a15aecb336d777b3b7f556cd183c7632,reused,dnadiff | DNAdiff version 1.3
80011,T4,50033,T4,99.9315,2054,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T4__vs__50033__T4__af7c9a88fc0c47efe24f3f05.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T4__vs__50033__T4__af7c9a88fc0c47efe24f3f05.provenance.json,69f9fde31e4c8fb2712682edadc2dbc04fb567261227878f4ea923b61c2fea6b,af7c9a88fc0c47efe24f3f05739f5a9a162973bd5a78000a056773c0d8f90ce1,reused,dnadiff | DNAdiff version 1.3
80011,T4,50033,T5,99.9314,2026,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T4__vs__50033__T5__2264e8827cd9c725fd1d4dec.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80011__T4__vs__50033__T5__2264e8827cd9c725fd1d4dec.provenance.json,37f37df2acec6749eb53fd452ce4f058b5839ece6f95f77e5a9f4f17db8b1207,2264e8827cd9c725fd1d4deccb857d787b6a94499c7a537cffd396fb24c49eaf,reused,dnadiff | DNAdiff version 1.3
120003,T0,120006,UTI-1,99.9863,188,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T0__vs__120006__UTI-1__ca5e39e944b82933a24d7b79.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T0__vs__120006__UTI-1__ca5e39e944b82933a24d7b79.provenance.json,d5fd10824f350ccfcccbd6d61a483c06c7c8084aed39d96d3f2ad0fe05c0ebb1,ca5e39e944b82933a24d7b79824e6571369f680661329997b54818734f48c1e5,generated,dnadiff | DNAdiff version 1.3
120003,T0,120007,T0,99.9852,187,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T0__vs__120007__T0__7944046b89e6cd88f123ff56.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T0__vs__120007__T0__7944046b89e6cd88f123ff56.provenance.json,8fd80d03d1e44424b126851385e7a6f1e80a582f73c98d9dac1bd266d859417d,7944046b89e6cd88f123ff56655b9428669e28b2a593e6bf815fce7ab0df45b9,reused,dnadiff | DNAdiff version 1.3
120012,T3,20028,T6,99.989,146,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120012__T3__vs__20028__T6__0098580bd8d6d2342d02ef73.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120012__T3__vs__20028__T6__0098580bd8d6d2342d02ef73.provenance.json,8dc961138cd9865a3d6a06f1366ffc35be1f507e5bfd98cfa5a16bcfa3c73f0e,0098580bd8d6d2342d02ef738de230bb7747ffd6f4097643bde9ac745a982817,reused,dnadiff | DNAdiff version 1.3
120012,T5,20028,T6,99.9889,154,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120012__T5__vs__20028__T6__1efac3c662e3c29e73cb5526.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120012__T5__vs__20028__T6__1efac3c662e3c29e73cb5526.provenance.json,04d5bf70301a4a18e24d7868b3227948a9d926eb9ccf1390385ccde906373e13,1efac3c662e3c29e73cb552619a5b1c50a086f36208e7b47f5d1a280ef5639a8,reused,dnadiff | DNAdiff version 1.3
120012,UTI-5,20028,T6,99.989,148,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120012__UTI-5__vs__20028__T6__ee3e72ba3cba98f809f42443.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120012__UTI-5__vs__20028__T6__ee3e72ba3cba98f809f42443.provenance.json,28ff1b4a87f64afcfc0db354cf9ff0075cfd357ee407c566778e4adfd8b2ff97,ee3e72ba3cba98f809f42443fb1f117d05ec765e5c93d2de936bf53960594b0f,generated,dnadiff | DNAdiff version 1.3
62015,T6,110046,T1,99.9488,2027,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/62015__T6__vs__110046__T1__06c265e6078dedff7c181022.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/62015__T6__vs__110046__T1__06c265e6078dedff7c181022.provenance.json,fbe711b854986204f32f8814e2b21cd59348e37b43685b2a7b843a2fe8c4628d,06c265e6078dedff7c1810220fed5b1836c70400b7482be693fafd3640fc1951,reused,dnadiff | DNAdiff version 1.3
80029,T0,20084,T6,99.9782,806,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__20084__T6__53bcbae58cff0cdf745b8602.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__20084__T6__53bcbae58cff0cdf745b8602.provenance.json,2586db4673bd3105ec585776673216aed6bd9f2db9a73022cce14f5b437f3636,53bcbae58cff0cdf745b8602290f5c6d756d6711cfb07a466f2bd6342cad29f3,reused,dnadiff | DNAdiff version 1.3
80029,T1,20034,T2,99.9819,421,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__20034__T2__4c3dac0262ea8983621eb242.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__20034__T2__4c3dac0262ea8983621eb242.provenance.json,f980205732843fc0a79eb4ae9978c6b7350a6093f517ad726a3ad6e687c74f4e,4c3dac0262ea8983621eb242a132ff07ebe499f500334617d0468a4a60a62518,reused,dnadiff | DNAdiff version 1.3
80029,T1,20034,T3,99.9825,456,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__20034__T3__e3ff30957e9e4a1da84bec03.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__20034__T3__e3ff30957e9e4a1da84bec03.provenance.json,c640a673901921c1d4b035e68986dc6fee4108057e5c32885cddbfc20825d032,e3ff30957e9e4a1da84bec03ab2295baf7f00a2c11ded487f5c3e25e9800df52,reused,dnadiff | DNAdiff version 1.3
80029,T2,20084,T6,99.9784,814,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T2__vs__20084__T6__9f92c0a8061432184a64a449.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T2__vs__20084__T6__9f92c0a8061432184a64a449.provenance.json,2d3a8835d28abd82cf200c6f52c404ae12e198d3d7185a500d9b962341034e1a,9f92c0a8061432184a64a44917b7db14a7dcb8bb0191964dac19b99e0538eb94,reused,dnadiff | DNAdiff version 1.3
80029,T3,20084,T6,99.9781,822,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T3__vs__20084__T6__1cde9cc48a7dd91b27585831.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T3__vs__20084__T6__1cde9cc48a7dd91b27585831.provenance.json,0a349d3ca3474fa5d236ba6906c9c88f5b6b4af387cb5d2d37a3886b8fef5379,1cde9cc48a7dd91b27585831bfaa89cbc19f5e128b5671abb0c9fa169dda393f,reused,dnadiff | DNAdiff version 1.3
80029,T5,20084,T6,99.9781,827,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T5__vs__20084__T6__e9a119c5701f859da692a01c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T5__vs__20084__T6__e9a119c5701f859da692a01c.provenance.json,64d9acda49903991dd803a5f222bcd5322a5414fa0db7950296a19b5a739d720,e9a119c5701f859da692a01c6519ac743f583faf1e2afe2ba10d58a627dac025,reused,dnadiff | DNAdiff version 1.3
80029,T6,20084,T6,99.9781,833,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T6__vs__20084__T6__c6f7d2f3139bff8f98fa5f93.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T6__vs__20084__T6__c6f7d2f3139bff8f98fa5f93.provenance.json,363e3241512cd54b8b4b513c808f3bf0985ff5780bcbc8fc04d2e2c31ad87410,c6f7d2f3139bff8f98fa5f936bdaa1eeb32b0d82062b45d431a4afe694f7b970,reused,dnadiff | DNAdiff version 1.3
110061,T0,141018,T0,99.9849,359,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__141018__T0__9bf0e39e8f46157b9625408e.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__141018__T0__9bf0e39e8f46157b9625408e.provenance.json,bbdad770668c90de14a34c58ab758d9cd580d621bf50c89b250c063465015054,9bf0e39e8f46157b9625408e6b198416eed8333213942f9285ce191bf7e54d49,reused,dnadiff | DNAdiff version 1.3
110061,T0,141018,T2,99.9844,355,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__141018__T2__67fd51d680ddd13ad81f0651.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__141018__T2__67fd51d680ddd13ad81f0651.provenance.json,e9e494b2e336e91e867ffcb0165c9b8045211a4d3f5a03e7411b7cd896c6ee9c,67fd51d680ddd13ad81f06515fa4aeb685e5cc8be02a29573aeacc59c3044bb4,reused,dnadiff | DNAdiff version 1.3
122005,UTI-1,20032,T2,99.9838,347,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20032__T2__499c90c084650eca02230187.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20032__T2__499c90c084650eca02230187.provenance.json,a7a9350545618729d458a7dab2dd3d94e008bd3bee4113fc9f31141493e03592,499c90c084650eca022301871288ebb0951f0d01b6edef932c4dc4bb68be3be8,generated,dnadiff | DNAdiff version 1.3
122005,UTI-1,20032,T4,99.9829,348,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20032__T4__8611e96da5f30914934f92ba.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20032__T4__8611e96da5f30914934f92ba.provenance.json,35c4c4b875a8f42ae3523698d2263f0276a85aeac1cce8d46a72cb5775ade6e8,8611e96da5f30914934f92ba953b9397af6dfe33c2a56e1a99c9015b209a6f4a,generated,dnadiff | DNAdiff version 1.3
122005,UTI-1,20032,T5,99.9833,350,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20032__T5__c6ff6ccfb336b178c4daacaa.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20032__T5__c6ff6ccfb336b178c4daacaa.provenance.json,505dae6d74acb51de7031e1a8d7b112abc8357d6e4ff2fcc79315f2faf1e8f14,c6ff6ccfb336b178c4daacaaaef18502555b054ac87c9ff05b7011780db2bd79,generated,dnadiff | DNAdiff version 1.3
141018,T0,20033,T2,99.9835,341,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T0__vs__20033__T2__7ab03e4b738c72032c47f8dc.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T0__vs__20033__T2__7ab03e4b738c72032c47f8dc.provenance.json,e5b99aefbaf6252c61e728dad11e6251da95a155727871a4fb31ba5c10cc111a,7ab03e4b738c72032c47f8dccb1850eae559b8474eff3f4d005d5dbfb52c7891,reused,dnadiff | DNAdiff version 1.3
20032,T0,122005,UTI-1,99.9816,342,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__122005__UTI-1__91c2effa42ea176631afc792.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__122005__UTI-1__91c2effa42ea176631afc792.provenance.json,124d0d5db53bfd59924c395136bbde30883e37e37ef24b18bdfab72dcf8b4d02,91c2effa42ea176631afc792b14a991e0840dacfd77c8f9d400ed2ff2dfa4d8c,generated,dnadiff | DNAdiff version 1.3
20032,T0,130024,T6,99.9797,499,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__130024__T6__242b5ad45ccc7ac45a1a0463.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__130024__T6__242b5ad45ccc7ac45a1a0463.provenance.json,b47959841f5d5954122690c3b779158f912d9a9652c4fa2427ab02ffed113690,242b5ad45ccc7ac45a1a04636804071242ed35f17159c31e02c646c8818386a9,reused,dnadiff | DNAdiff version 1.3
20032,T1,122005,UTI-1,99.9834,340,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__122005__UTI-1__2a2f371cfca04acd5efa0aea.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__122005__UTI-1__2a2f371cfca04acd5efa0aea.provenance.json,22480a210b408241e80f8a799116bdc1690d0f2dd8630dab882d0631c7e1c9cb,2a2f371cfca04acd5efa0aea197ff66da2b01430455be2d8c51ca04bacce6ab1,generated,dnadiff | DNAdiff version 1.3
20032,T1,130024,T6,99.9817,497,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__130024__T6__b4785c6c0e40fa0a31976724.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__130024__T6__b4785c6c0e40fa0a31976724.provenance.json,8034e2a522c8f1e6f1103509183a908ea6d3475dc5f913ff8225a2f4d591bed3,b4785c6c0e40fa0a3197672478a4ce19b0acc3334cf87a24f1f3838591cf87d4,reused,dnadiff | DNAdiff version 1.3
20032,T2,130024,T6,99.9819,503,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__130024__T6__d3f66e05d9849da5f32dfaa8.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__130024__T6__d3f66e05d9849da5f32dfaa8.provenance.json,8578de6ed92f69d1f701ab101b7b0d47f6b7b379ee30632867ef966064040ecc,d3f66e05d9849da5f32dfaa89e436ebfc3de18dbf9b55d874bf5bd0ece63e3c4,reused,dnadiff | DNAdiff version 1.3
20032,T4,130024,T6,99.9814,500,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__130024__T6__4f1f50232912be497df9f73d.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__130024__T6__4f1f50232912be497df9f73d.provenance.json,8ea8a87ec65bf8e4173633c5f761c39d7fbbd9df925fd5c553e2b199251eee46,4f1f50232912be497df9f73d8d14f4ebaa7e4e3146e0dbc269f4853cd0e54a3e,reused,dnadiff | DNAdiff version 1.3
20032,T5,130024,T6,99.982,504,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T5__vs__130024__T6__2e24e0a83ad97e7fcf644d51.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T5__vs__130024__T6__2e24e0a83ad97e7fcf644d51.provenance.json,964284ec8af2d646d655b015fab55facdbc73bc1a4a8b76e02066947a1c751a8,2e24e0a83ad97e7fcf644d51dcb3abf3056452da26e5fcdd6b50e6a341bbadc5,reused,dnadiff | DNAdiff version 1.3
20033,T2,141018,T2,99.9842,337,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20033__T2__vs__141018__T2__aa3723485dbc1dcd9cbda074.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20033__T2__vs__141018__T2__aa3723485dbc1dcd9cbda074.provenance.json,f1a95daf0f30744319ab76efd8a690f1093893f8c0e643bfa400f9fb8466d37d,aa3723485dbc1dcd9cbda0748e780fb956b8fb742a18bf75b44df3e7d3ba9085,reused,dnadiff | DNAdiff version 1.3
90008,T0,110035,T2,99.9403,2081,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__110035__T2__ec95fcbe32d398059f16966c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__110035__T2__ec95fcbe32d398059f16966c.provenance.json,40928b979699be6ed12e35f2e74e02877ee2877a1176e55ac26f46f05f893d5c,ec95fcbe32d398059f16966ca25ec7978808b6f2ffa3405905c79fea23b5a173,reused,dnadiff | DNAdiff version 1.3
90008,T0,110035,T3,99.9512,1701,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__110035__T3__4f8625d2c495f446130c665c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__110035__T3__4f8625d2c495f446130c665c.provenance.json,bf98f402284cb05a67c37aa5a14293305cae288ddaf8864aa2c5bcb34463477b,4f8625d2c495f446130c665cfe9182301b3b637ed0ebf09572c367daa8aaa47e,reused,dnadiff | DNAdiff version 1.3
